PhotoduplicationDate (Day-Month-Year),RepoCode,ActivityName,ActivityDescription,BillingType,Quantity,UnitFee,PaymentAmount,PaymentMethod,PaymentReference,TransactionNumber,FY
2022-09-28,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,677.01,Billing Account,285.25200.7067.473405.580013.0000.00000,846699,2023
2022-09-28,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,740.95,Billing Account,285.25200.7067.473405.580013.0000.00000,848595,2023
2022-09-28,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,"Document Scanning (180-deg/up to 23x15"")",814,0.75,677.01,Billing Account,285.25200.7067.473405.580013.0000.00000,846699,2023
2022-09-28,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,OCR,517,0.03,677.01,Billing Account,285.25200.7067.473405.580013.0000.00000,846699,2023
2022-09-28,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,OCR,538,0.03,429.64,Billing Account,285.25200.7067.473405.580013.0000.00000,846700,2023
2022-09-28,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Book Scanning (180-deg/up to 23x15x3),1365,0.35,542.16,Billing Account,285.25200.7067.473405.580013.0000.00000,834206,2023
2022-09-28,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Customized Structural Metadata (simple object),8,3,542.16,Billing Account,285.25200.7067.473405.580013.0000.00000,834206,2023
2022-09-28,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Deposit to Digital Repository Service,1,0,542.16,Billing Account,285.25200.7067.473405.580013.0000.00000,834206,2023
2022-09-28,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,OCR,1347,0.03,542.16,Billing Account,285.25200.7067.473405.580013.0000.00000,834206,2023
2022-09-28,SCH,Ongoing published materials,DIRECT - Ongoing - Select published materials,Customized Structural Metadata (simple object),1,3,93.06,Billing Account,285.25200.7067.473405.580013.0000.00000,848879,2023
2022-09-28,SCH,Ongoing published materials,DIRECT - Ongoing - Select published materials,Deposit to Digital Repository Service,1,0,93.06,Billing Account,285.25200.7067.473405.580013.0000.00000,848879,2023
2022-09-28,SCH,Ongoing published materials,DIRECT - Ongoing - Select published materials,Digital Capture (oversize/foldout),4,15,93.06,Billing Account,285.25200.7067.473405.580013.0000.00000,848879,2023
2022-09-28,SCH,Ongoing published materials,DIRECT - Ongoing - Select published materials,Digital Image Processing: Stitching,2,15,93.06,Billing Account,285.25200.7067.473405.580013.0000.00000,848879,2023
2022-09-28,SCH,Ongoing published materials,DIRECT - Ongoing - Select published materials,OCR,2,0.03,93.06,Billing Account,285.25200.7067.473405.580013.0000.00000,848879,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),1,3,66.96,Billing Account,285.25200.7067.473405.580013.0000.00000,849680,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),1,3,77.88,Billing Account,285.25200.7067.473405.580013.0000.00000,847345,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),2,3,216,Billing Account,285.25200.7067.473405.580013.0000.00000,842594,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),4,3,529.92,Billing Account,285.25200.7067.473405.580013.0000.00000,847344,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),4,3,779.52,Billing Account,285.25200.7067.473405.580013.0000.00000,847334,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Customized Structural Metadata (simple object),319,3,2518.07,Billing Account,285.25200.7067.473405.580013.0000.00000,838552,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,66.96,Billing Account,285.25200.7067.473405.580013.0000.00000,849680,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,77.88,Billing Account,285.25200.7067.473405.580013.0000.00000,847345,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,216,Billing Account,285.25200.7067.473405.580013.0000.00000,842594,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,529.92,Billing Account,285.25200.7067.473405.580013.0000.00000,847344,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,779.52,Billing Account,285.25200.7067.473405.580013.0000.00000,847334,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Deposit to Digital Repository Service,1,0,2518.07,Billing Account,285.25200.7067.473405.580013.0000.00000,838552,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Digital Capture (bound/up to 15x23x4"", singleshot)",165,3.5,2518.07,Billing Account,285.25200.7067.473405.580013.0000.00000,838552,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Digital Capture (bound/up to 19x25.5"")",162,6,2518.07,Billing Account,285.25200.7067.473405.580013.0000.00000,838552,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",Digital Image Processing:Tone and Color Matching,1,2,2518.07,Billing Account,285.25200.7067.473405.580013.0000.00000,838552,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",82,0.75,66.96,Billing Account,285.25200.7067.473405.580013.0000.00000,849680,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",96,0.75,77.88,Billing Account,285.25200.7067.473405.580013.0000.00000,847345,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",280,0.75,216,Billing Account,285.25200.7067.473405.580013.0000.00000,842594,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",664,0.75,529.92,Billing Account,285.25200.7067.473405.580013.0000.00000,847344,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize","Document Scanning (180-deg/up to 23x15"")",984,0.75,779.52,Billing Account,285.25200.7067.473405.580013.0000.00000,847334,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,82,0.03,66.96,Billing Account,285.25200.7067.473405.580013.0000.00000,849680,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,96,0.03,77.88,Billing Account,285.25200.7067.473405.580013.0000.00000,847345,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,319,0.03,2518.07,Billing Account,285.25200.7067.473405.580013.0000.00000,838552,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,664,0.03,529.92,Billing Account,285.25200.7067.473405.580013.0000.00000,847344,2023
2022-09-28,SCH,Spurlock-Sampson,"DIRECT - Edith Spurlock-Sampson collection, prep and digitize",OCR,984,0.03,779.52,Billing Account,285.25200.7067.473405.580013.0000.00000,847334,2023
2022-10-24,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,Customized Structural Metadata (simple object),1112,1,1581.5,Billing Account,610.56733.7067.000001.781762.0000.00000,636236,2023
2022-10-24,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,Deposit to Digital Repository Service,1,0,1581.5,Billing Account,610.56733.7067.000001.781762.0000.00000,636236,2023
2022-10-24,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,"Document Scanning (180-deg/up to 23x15"")",626,0.75,1581.5,Billing Account,610.56733.7067.000001.781762.0000.00000,636236,2023
2022-10-24,PIRC,PIRC Deeds,DIRECT - Ongoing - Deeds and other documents,"PDF document assembly, color or bitonal",112,0,1581.5,Billing Account,610.56733.7067.000001.781762.0000.00000,636236,2023
2022-11-30,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Book Scanning (180-deg/up to 23x15x3),341,0.35,138.58,Billing Account,285.25200.7067.473405.580013.0000.00000,839985,2023
2022-11-30,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Book Scanning (180-deg/up to 23x15x3),494,0.35,193.09,Billing Account,285.25200.7067.473405.580013.0000.00000,839989,2023
2022-11-30,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Customized Structural Metadata (simple object),3,3,138.58,Billing Account,285.25200.7067.473405.580013.0000.00000,839985,2023
2022-11-30,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Customized Structural Metadata (simple object),6,3,193.09,Billing Account,285.25200.7067.473405.580013.0000.00000,839989,2023
2022-11-30,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Deposit to Digital Repository Service,1,0,138.58,Billing Account,285.25200.7067.473405.580013.0000.00000,839985,2023
2022-11-30,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,Deposit to Digital Repository Service,1,0,193.09,Billing Account,285.25200.7067.473405.580013.0000.00000,839989,2023
2022-11-30,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,OCR,73,0.03,193.09,Billing Account,285.25200.7067.473405.580013.0000.00000,839989,2023
2022-11-30,SCH,Diversity/Inclusivity,DIRECT - Diversity and Inclusion,OCR,341,0.03,138.58,Billing Account,285.25200.7067.473405.580013.0000.00000,839985,2023
2022-11-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Customized Structural Metadata (simple object),2,3,267.3,Billing Account,285.25200.7067.473405.580013.0000.00000,834207,2023
2022-11-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Customized Structural Metadata (simple object),9,3,762.78,Billing Account,285.25200.7067.473405.580013.0000.00000,834210,2023
2022-11-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Customized Structural Metadata (simple object),9,3,942.72,Billing Account,285.25200.7067.473405.580013.0000.00000,834209,2023
2022-11-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Customized Structural Metadata (simple object),14,3,737.76,Billing Account,285.25200.7067.371713.580013.0000.00000,834204,2023
2022-11-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Deposit to Digital Repository Service,1,0,267.3,Billing Account,285.25200.7067.473405.580013.0000.00000,834207,2023
2022-11-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Deposit to Digital Repository Service,1,0,737.76,Billing Account,285.25200.7067.371713.580013.0000.00000,834204,2023
2022-11-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Deposit to Digital Repository Service,1,0,762.78,Billing Account,285.25200.7067.473405.580013.0000.00000,834210,2023
2022-11-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,Deposit to Digital Repository Service,1,0,942.72,Billing Account,285.25200.7067.473405.580013.0000.00000,834209,2023
2022-11-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,"Document Scanning (180-deg/up to 23x15"")",335,0.75,267.3,Billing Account,285.25200.7067.473405.580013.0000.00000,834207,2023
2022-11-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,"Document Scanning (180-deg/up to 23x15"")",892,0.75,737.76,Billing Account,285.25200.7067.371713.580013.0000.00000,834204,2023
2022-11-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,"Document Scanning (180-deg/up to 23x15"")",946,0.75,762.78,Billing Account,285.25200.7067.473405.580013.0000.00000,834210,2023
2022-11-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,"Document Scanning (180-deg/up to 23x15"")",1174,0.75,942.72,Billing Account,285.25200.7067.473405.580013.0000.00000,834209,2023
2022-11-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,OCR,335,0.03,267.3,Billing Account,285.25200.7067.473405.580013.0000.00000,834207,2023
2022-11-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,OCR,876,0.03,762.78,Billing Account,285.25200.7067.473405.580013.0000.00000,834210,2023
2022-11-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,OCR,892,0.03,737.76,Billing Account,285.25200.7067.371713.580013.0000.00000,834204,2023
2022-11-30,SCH,ERA,DIRECT - Items pertaining to the Equal Rights Amendment,OCR,1174,0.03,942.72,Billing Account,285.25200.7067.473405.580013.0000.00000,834209,2023
2022-11-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),12,3,1000.5,Billing Account,285.25200.7067.267592.317196.0001.51466,834214,2023
2022-11-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),13,3,340.17,Billing Account,285.25200.7067.371501.317196.0001.51466,834213,2023
2022-11-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,340.17,Billing Account,285.25200.7067.371501.317196.0001.51466,834213,2023
2022-11-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,1000.5,Billing Account,285.25200.7067.267592.317196.0001.51466,834214,2023
2022-11-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",393,0.75,340.17,Billing Account,285.25200.7067.371501.317196.0001.51466,834213,2023
2022-11-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",1286,0.75,1000.5,Billing Account,285.25200.7067.267592.317196.0001.51466,834214,2023
2022-11-30,SCH,Suffrage,DIRECT - Women's Suffrage collection,OCR,214,0.03,340.17,Billing Account,285.25200.7067.371501.317196.0001.51466,834213,2023
2022-12-02,PIRC,"PIRC, Born Digital - Ongoing Deposit",DIRECT - Ongoing - Deposit files produced by PIRC's vendors,Deposit to Digital Repository Service,7,15,105,Billing Account,610.56733.7067.000001.781762.0000.00000,868059,2023
2022-12-02,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Customized Structural Metadata (simple object),4,3,72.75,Billing Account,285.25200.7067.473405.580013.0000.00000,834212,2023
2022-12-02,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Customized Structural Metadata (simple object),4,3,487.02,Billing Account,285.25200.7067.473405.580013.0000.00000,831227,2023
2022-12-02,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Customized Structural Metadata (simple object),4,3,689.82,Billing Account,285.25200.7067.473405.580013.0000.00000,834211,2023
2022-12-02,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Deposit to Digital Repository Service,1,0,72.75,Billing Account,285.25200.7067.473405.580013.0000.00000,834212,2023
2022-12-02,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Deposit to Digital Repository Service,1,0,487.02,Billing Account,285.25200.7067.473405.580013.0000.00000,831227,2023
2022-12-02,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,Deposit to Digital Repository Service,1,0,689.82,Billing Account,285.25200.7067.473405.580013.0000.00000,834211,2023
2022-12-02,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,"Document Scanning (180-deg/up to 23x15"")",81,0.75,72.75,Billing Account,285.25200.7067.473405.580013.0000.00000,834212,2023
2022-12-02,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,"Document Scanning (180-deg/up to 23x15"")",609,0.75,487.02,Billing Account,285.25200.7067.473405.580013.0000.00000,831227,2023
2022-12-02,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,"Document Scanning (180-deg/up to 23x15"")",869,0.75,689.82,Billing Account,285.25200.7067.473405.580013.0000.00000,834211,2023
2022-12-02,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,OCR,609,0.03,487.02,Billing Account,285.25200.7067.473405.580013.0000.00000,831227,2023
2022-12-02,SCH,Roe v. Wade,DIRECT - Materials relating to Roe v. Wade court case,OCR,869,0.03,689.82,Billing Account,285.25200.7067.473405.580013.0000.00000,834211,2023
2022-12-02,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),13,3,723,Billing Account,285.25200.7067.267592.317196.0001.51466,862384,2023
2022-12-02,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),20,3,663.75,Billing Account,285.25200.7067.267592.317196.0001.51466,862393,2023
2022-12-02,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,663.75,Billing Account,285.25200.7067.267592.317196.0001.51466,862393,2023
2022-12-02,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,723,Billing Account,285.25200.7067.267592.317196.0001.51466,862384,2023
2022-12-02,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",805,0.75,663.75,Billing Account,285.25200.7067.267592.317196.0001.51466,862393,2023
2022-12-02,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",912,0.75,723,Billing Account,285.25200.7067.267592.317196.0001.51466,862384,2023
2022-12-19,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Book Scanning (180-deg/up to 23x15x3),536,0.35,204.04,Billing Account,285.25200.7067.267592.317196.0001.51466,848605,2023
2022-12-19,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Book Scanning (180-deg/up to 23x15x3),1709,0.35,610.15,Billing Account,285.25200.7067.267592.317196.0001.51466,848596,2023
2022-12-19,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),4,3,204.04,Billing Account,285.25200.7067.267592.317196.0001.51466,848605,2023
2022-12-19,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),4,3,610.15,Billing Account,285.25200.7067.267592.317196.0001.51466,848596,2023
2022-12-19,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,204.04,Billing Account,285.25200.7067.267592.317196.0001.51466,848605,2023
2022-12-19,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,610.15,Billing Account,285.25200.7067.267592.317196.0001.51466,848596,2023
2022-12-19,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,OCR,148,0.03,204.04,Billing Account,285.25200.7067.267592.317196.0001.51466,848605,2023
2022-12-19,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),11,3,433.68,Billing Account,285.25200.7067.267592.317196.0001.51466,834215,2023
2022-12-19,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),12,3,244.08,Billing Account,285.25200.7067.267592.317196.0001.51466,862394,2023
2022-12-19,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),13,3,690.75,Billing Account,285.25200.7067.267592.317196.0001.51466,862383,2023
2022-12-19,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),13,3,822.75,Billing Account,285.25200.7067.267592.317196.0001.51466,862386,2023
2022-12-19,SCH,Suffrage,DIRECT - Women's Suffrage collection,Customized Structural Metadata (simple object),15,3,687.75,Billing Account,285.25200.7067.267592.317196.0001.51466,862387,2023
2022-12-19,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,244.08,Billing Account,285.25200.7067.267592.317196.0001.51466,862394,2023
2022-12-19,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,433.68,Billing Account,285.25200.7067.267592.317196.0001.51466,834215,2023
2022-12-19,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,687.75,Billing Account,285.25200.7067.267592.317196.0001.51466,862387,2023
2022-12-19,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,690.75,Billing Account,285.25200.7067.267592.317196.0001.51466,862383,2023
2022-12-19,SCH,Suffrage,DIRECT - Women's Suffrage collection,Deposit to Digital Repository Service,1,0,822.75,Billing Account,285.25200.7067.267592.317196.0001.51466,862386,2023
2022-12-19,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",267,0.75,244.08,Billing Account,285.25200.7067.267592.317196.0001.51466,862394,2023
2022-12-19,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",525,0.75,433.68,Billing Account,285.25200.7067.267592.317196.0001.51466,834215,2023
2022-12-19,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",857,0.75,687.75,Billing Account,285.25200.7067.267592.317196.0001.51466,862387,2023
2022-12-19,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",869,0.75,690.75,Billing Account,285.25200.7067.267592.317196.0001.51466,862383,2023
2022-12-19,SCH,Suffrage,DIRECT - Women's Suffrage collection,"Document Scanning (180-deg/up to 23x15"")",1045,0.75,822.75,Billing Account,285.25200.7067.267592.317196.0001.51466,862386,2023
2022-12-19,SCH,Suffrage,DIRECT - Women's Suffrage collection,OCR,231,0.03,433.68,Billing Account,285.25200.7067.267592.317196.0001.51466,834215,2023
2022-12-19,SCH,Suffrage,DIRECT - Women's Suffrage collection,OCR,261,0.03,244.08,Billing Account,285.25200.7067.267592.317196.0001.51466,862394,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Book Scanning (180-deg/up to 23x15x3),716,0.35,293.08,Billing Account,285.25200.7067.267592.317196.0001.51466,865418,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Book Scanning (180-deg/up to 23x15x3),718,0.35,293.84,Billing Account,285.25200.7067.267592.317196.0001.51466,865384,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Book Scanning (180-deg/up to 23x15x3),770,0.35,313.6,Billing Account,285.25200.7067.267592.317196.0001.51466,865395,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Book Scanning (180-deg/up to 23x15x3),806,0.35,327.28,Billing Account,285.25200.7067.267592.317196.0001.51466,865407,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Book Scanning (180-deg/up to 23x15x3),835,0.35,319.25,Billing Account,285.25200.7067.267592.317196.0001.51466,865401,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Book Scanning (180-deg/up to 23x15x3),882,0.35,335.7,Billing Account,285.25200.7067.267592.317196.0001.51466,865385,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Book Scanning (180-deg/up to 23x15x3),1657,0.35,591.95,Billing Account,285.25200.7067.267592.317196.0001.51466,848612,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Book Scanning (180-deg/up to 23x15x3),1721,0.35,614.35,Billing Account,285.25200.7067.267592.317196.0001.51466,848600,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Book Scanning (180-deg/up to 23x15x3),1735,0.35,619.25,Billing Account,285.25200.7067.267592.317196.0001.51466,848613,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),1,3,2052.84,Billing Account,285.25200.7067.267592.317196.0001.51466,869353,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),2,3,1136.22,Billing Account,285.25200.7067.267592.317196.0001.51466,869352,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),3,3,105.9,Billing Account,285.25200.7067.267592.317196.0001.51466,865391,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),4,3,263.94,Billing Account,285.25200.7067.267592.317196.0001.51466,865393,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),4,3,582.75,Billing Account,285.25200.7067.267592.317196.0001.51466,848607,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),4,3,591.95,Billing Account,285.25200.7067.267592.317196.0001.51466,848612,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),4,3,614.35,Billing Account,285.25200.7067.267592.317196.0001.51466,848600,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),4,3,619.25,Billing Account,285.25200.7067.267592.317196.0001.51466,848613,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),5,3,611.13,Billing Account,285.25200.7067.267592.317196.0001.51466,848611,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),6,3,732.06,Billing Account,285.25200.7067.267592.317196.0001.51466,848602,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),7,3,293.08,Billing Account,285.25200.7067.267592.317196.0001.51466,865418,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),7,3,293.84,Billing Account,285.25200.7067.267592.317196.0001.51466,865384,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),7,3,313.6,Billing Account,285.25200.7067.267592.317196.0001.51466,865395,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),7,3,327.28,Billing Account,285.25200.7067.267592.317196.0001.51466,865407,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),9,3,319.25,Billing Account,285.25200.7067.267592.317196.0001.51466,865401,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Customized Structural Metadata (simple object),9,3,335.7,Billing Account,285.25200.7067.267592.317196.0001.51466,865385,2023
2022-12-21,SCH,Doris Stevens,DIRECT - Suffragette Doris Stevens Collection,Deposit to Digital Repository Service,1,0,105.9,Billing Account,285.25200.7067.267592.317196.0001.51466,865391,2023
